Symbol,Market Cap,Short Float,Shs Float,Shs Outstand,source
WING,5.04B,7.79%,29.59M,29.74M,FINVIZ
WINT,51.03M,6.92%,15.57M,26.35M,FINVIZ
WINVR,N/A,N/A,N/A,N/A,YAHOO
WINVU,N/A,N/A,N/A,N/A,YAHOO
WISA,38.82M,1.38%,13.32M,15.28M,YAHOO
WISH,3.58B,14.36%,461.01M,624.00M,FINVIZ
WIX,10.79B,7.42%,55.19M,57.31M,FINVIZ
WKEY,110.03M,1.78%,10.57M,12.71M,FINVIZ
WKHS,885.94M,41.32%,113.48M,123.41M,FINVIZ
WKME,2.14B,0.63%,78.11M,82.65M,FINVIZ
WKSP,59.96M,6.80%,7.17M,9.83M,FINVIZ
WLTW,31.15B,2.64%,128.59M,130.00M,FINVIZ
WMG,25.63B,5.51%,94.49M,514.35M,FINVIZ
WMPN,183.88M,0.63%,13.92M,14.29M,FINVIZ
WNEB,227.00M,0.51%,20.66M,23.72M,FINVIZ
WNW,90.00M,2.79%,6.75M,25M,YAHOO
WOOF,7.48B,37.22%,45.79M,264.22M,FINVIZ
WORX,19.78M,3.66%,8.45M,10.14M,FINVIZ
WPRT,650.66M,1.79%,134.65M,153.15M,FINVIZ
WRAP,241.00M,11.87%,25.19M,38.16M,FINVIZ
WSBC,2.26B,1.31%,64.20M,66.89M,FINVIZ
WSC,7.90B,8.70%,164.26M,228.41M,FINVIZ
WSFS,2.45B,3.96%,47.03M,47.53M,FINVIZ
WTER,176.72M,2.27%,89.13M,89.71M,FINVIZ
WTFC,5.00B,1.77%,56.37M,57.05M,FINVIZ
WTRH,254.86M,17.67%,107.81M,115.64M,FINVIZ
WVE,235.74M,1.86%,48.36M,49.97M,FINVIZ
WVVI,75.60M,1.24%,3.83M,4.96M,FINVIZ
WW,1.23B,11.54%,53.16M,69.59M,FINVIZ
WWD,7.23B,1.87%,59.94M,63.56M,FINVIZ
WYNN,10.62B,7.76%,105.45M,114.55M,FINVIZ
XAIR,260.45M,9.13%,19.38M,21.95M,FINVIZ
XBIO,22.69M,0.34%,17.95M,13.39M,YAHOO
XCUR,101.30M,2.86%,67.34M,88.04M,FINVIZ
XEL,34.81B,1.28%,537.04M,539.00M,FINVIZ
XELA,249.30M,8.18%,131.9M,166.2M,YAHOO
XELB,28.41M,0.23%,6.76M,19.45M,FINVIZ
XENE,1.56B,5.42%,36.51M,43.11M,FINVIZ
XENT,901.34M,4.58%,31.14M,33.19M,FINVIZ
XERS,250.90M,6.09%,55.44M,66.37M,FINVIZ
XFOR,131.99M,1.07%,24.33M,26.53M,FINVIZ
XLNX,44.75B,5.11%,247.26M,247.47M,YAHOO
XLRN,10.63B,3.14%,53.51M,60.72M,FINVIZ
XM,26.16B,5.10%,78.02M,513.51M,FINVIZ
XMTR,2.33B,8.58%,29.91M,42.87M,FINVIZ
XNCR,2.28B,3.64%,57.44M,58.25M,FINVIZ
XNET,202.21M,2.59%,35.81M,66.93M,FINVIZ
XOG,1.69B,2.64%,14.54M,25.78M,FINVIZ
XONE,534.29M,5.01%,17.48M,22.03M,FINVIZ
XOS,874.10M,3.57%,52.21M,162.19M,FINVIZ
XP,18.56B,15.19%,44.83M,559.06M,FINVIZ
XPAXU,N/A,N/A,N/A,N/A,YAHOO
XPDI,509.50M,2.35%,34.50M,43.12M,FINVIZ
XPDIU,N/A,N/A,N/A,N/A,YAHOO
XPER,1.88B,3.23%,103.59M,104.91M,FINVIZ
XRAY,12.50B,1.03%,217.82M,218.40M,FINVIZ
XRX,3.20B,4.19%,168.55M,187.01M,FINVIZ
XSPA,142.43M,6.78%,104.08M,105.40M,FINVIZ
XTLB,21.35M,0.08%,3.49M,5.14M,FINVIZ
XXII,461.33M,5.63%,150.64M,154.81M,FINVIZ
YELL,459.72M,4.67%,48.54M,50.75M,FINVIZ
YGMZ,45.45M,2.91%,7.04M,10.26M,FINVIZ
YI,441.48M,2.96%,26.77M,82.91M,FINVIZ
YJ,201.06M,0.45%,34.63M,214.09M,FINVIZ
YMAB,1.06B,6.75%,36.46M,43.57M,FINVIZ
YMTX,92.96M,0.80%,8.93M,10.20M,FINVIZ
YNDX,29.74B,1.88%,312.73M,356.62M,FINVIZ
YQ,168.60M,4.33%,21.30M,193.12M,FINVIZ
YSAC,172.05M,0.09%,10.45M,13.6M,YAHOO
YSACU,N/A,N/A,10.45M,N/A,YAHOO
YTEN,28.30M,2.22%,3.81M,4.87M,FINVIZ
YTRA,147.44M,0.24%,51.11M,62.17M,FINVIZ
YVR,23.27M,4.26%,13.64M,14.64M,FINVIZ
YY,4.15B,9.67%,53.98M,79.40M,FINVIZ
Z,23.48B,13.46%,183.09M,185.99M,YAHOO
ZBRA,28.82B,1.15%,53.10M,53.45M,FINVIZ
ZCMD,39.19M,1.31%,9.49M,24.94M,FINVIZ
ZENV,-,5.89%,2.74M,-,FINVIZ
ZEST,109.69M,0.66%,23.91M,26.35M,YAHOO
ZEV,563.63M,12.80%,28.16M,73.58M,YAHOO
ZG,26.43B,0.96%,228.64M,248.15M,FINVIZ
ZGNX,848.06M,12.88%,55.65M,55.84M,FINVIZ
ZGYH,93.33M,0.07%,4.09M,7.22M,FINVIZ
ZGYHR,N/A,N/A,N/A,N/A,YAHOO
ZI,27.90B,6.78%,128.53M,190.60M,FINVIZ
ZIM,5.88B,5.27%,72.14M,115.00M,FINVIZ
ZION,9.93B,2.74%,160.50M,162.74M,FINVIZ
ZIOP,335.59M,16.55%,194.04M,214.43M,FINVIZ
ZIVO,34.63M,5.86%,6.21M,6.49M,FINVIZ
ZIXI,488.38M,2.74%,53.43M,55.08M,FINVIZ
ZKIN,77.05M,3.42%,17.17M,19.24M,FINVIZ
ZLAB,9.01B,3.15%,88.00M,93.05M,FINVIZ
ZM,80.78B,4.47%,207.31M,295.71M,FINVIZ
ZNGA,8.67B,5.71%,1.06B,1.09B,FINVIZ
ZNTE,292.98M,0.59%,23.00M,28.75M,FINVIZ
ZNTEU,-,0.00%,20.76M,-,FINVIZ
ZNTL,3.64B,8.66%,31.42M,40.74M,FINVIZ
ZS,43.92B,8.56%,80.27M,137.80M,FINVIZ
ZSAN,68.74M,3.88%,115.37M,115.59M,YAHOO
ZTAQU,N/A,N/A,N/A,N/A,YAHOO
ZVO,56.24M,2.29%,31.60M,33.34M,FINVIZ
ZWRK,280.31M,N/A,21M,23M,YAHOO
ZWRKU,-,0.00%,20.88M,-,FINVIZ
ZY,1.14B,11.20%,49.68M,77.67M,FINVIZ
ZYNE,168.63M,5.24%,39.13M,40.07M,FINVIZ
